CustomerID,Date,Season,Temperature,Humidity,Consumption_kWh,PeakUsage
14,2024-11-01,Fall,9.3,71.7,270.1,0
14,2024-12-01,Winter,2.1,36.2,360.4,1
14,2025-01-01,Winter,2.9,44.6,348.0,0
15,2022-01-01,Winter,7.2,55.2,382.9,1
15,2022-02-01,Winter,3.2,57.0,399.6,1
15,2022-03-01,Spring,16.1,68.6,228.9,0
15,2022-04-01,Spring,14.9,46.9,211.3,0
15,2022-05-01,Spring,12.6,57.5,289.1,0
15,2022-06-01,Summer,26.8,67.7,355.6,1
15,2022-07-01,Summer,27.0,74.7,329.8,0
15,2022-08-01,Summer,22.9,65.0,331.6,0
15,2022-09-01,Fall,12.5,63.6,228.5,0
15,2022-10-01,Fall,9.6,65.6,276.7,0
15,2022-11-01,Fall,14.1,55.8,247.5,0
15,2022-12-01,Winter,8.0,71.9,341.7,0
15,2023-01-01,Winter,5.6,45.1,361.4,1
15,2023-02-01,Winter,6.7,52.4,388.6,1
15,2023-03-01,Spring,16.2,55.9,219.6,0
15,2023-04-01,Spring,14.9,62.7,224.3,0
15,2023-05-01,Spring,12.5,69.0,227.5,0
15,2023-06-01,Summer,25.0,74.8,313.1,0
15,2023-07-01,Summer,27.5,65.7,343.5,0
15,2023-08-01,Summer,22.7,73.6,339.0,0
15,2023-09-01,Fall,10.8,66.4,261.5,0
15,2023-10-01,Fall,12.3,64.5,302.9,0
15,2023-11-01,Fall,14.3,71.5,250.7,0
15,2023-12-01,Winter,2.6,51.9,377.0,1
15,2024-01-01,Winter,5.3,52.0,351.9,1
15,2024-02-01,Winter,4.1,45.6,354.4,1
15,2024-03-01,Spring,15.0,64.8,237.1,0
15,2024-04-01,Spring,14.4,48.8,214.8,0
15,2024-05-01,Spring,13.6,71.6,281.4,0
15,2024-06-01,Summer,26.4,68.1,424.9,1
15,2024-07-01,Summer,27.0,64.6,351.6,1
15,2024-08-01,Summer,23.7,76.4,365.1,1
15,2024-09-01,Fall,6.4,76.5,286.6,0
15,2024-10-01,Fall,9.6,58.9,215.2,0
15,2024-11-01,Fall,10.1,58.0,225.5,0
15,2024-12-01,Winter,1.6,47.8,301.5,0
15,2025-01-01,Winter,12.2,57.8,341.4,0
16,2022-01-01,Winter,4.9,70.2,353.0,1
16,2022-02-01,Winter,7.1,57.2,356.5,1
16,2022-03-01,Spring,15.6,67.8,256.2,0
16,2022-04-01,Spring,11.3,48.3,259.9,0
16,2022-05-01,Spring,10.9,65.4,281.0,0
16,2022-06-01,Summer,20.2,65.9,319.1,0
16,2022-07-01,Summer,22.6,78.4,356.3,1
16,2022-08-01,Summer,25.1,71.2,383.7,1
16,2022-09-01,Fall,8.0,60.4,236.5,0
16,2022-10-01,Fall,13.8,68.9,281.2,0
16,2022-11-01,Fall,8.9,55.9,312.0,0
16,2022-12-01,Winter,2.6,37.4,379.8,1
16,2023-01-01,Winter,-0.5,53.3,346.1,0
16,2023-02-01,Winter,2.5,70.9,338.8,0
16,2023-03-01,Spring,16.8,60.0,248.3,0
16,2023-04-01,Spring,14.4,57.1,332.2,0
16,2023-05-01,Spring,9.3,55.5,248.3,0
16,2023-06-01,Summer,20.7,68.7,342.0,0
16,2023-07-01,Summer,26.1,70.2,352.2,1
16,2023-08-01,Summer,31.1,63.2,337.6,0
16,2023-09-01,Fall,10.1,68.8,282.9,0
16,2023-10-01,Fall,11.3,65.1,283.7,0
16,2023-11-01,Fall,6.3,58.3,295.1,0
16,2023-12-01,Winter,2.1,54.7,363.8,1
16,2024-01-01,Winter,9.7,56.2,339.6,0
16,2024-02-01,Winter,1.2,56.0,358.7,1
16,2024-03-01,Spring,17.1,58.8,224.3,0
16,2024-04-01,Spring,21.3,58.0,232.0,0
16,2024-05-01,Spring,10.3,49.2,253.2,0
16,2024-06-01,Summer,19.4,75.0,385.4,1
16,2024-07-01,Summer,20.3,76.9,319.5,0
16,2024-08-01,Summer,25.0,65.2,347.5,0
16,2024-09-01,Fall,9.4,54.2,314.5,0
16,2024-10-01,Fall,14.9,65.7,272.5,0
16,2024-11-01,Fall,9.1,74.9,260.5,0
16,2024-12-01,Winter,0.6,49.9,354.5,1
16,2025-01-01,Winter,1.9,46.3,343.1,0
